image_id	id	caption
301837	391	A long empty, minimal modern skylit home kitchen.
412355	392	A small bird is perched on an empty bird feeder.
232173	393	Skis and ski boots sit together on a tiled floor.
190236	401	An office cubicle with four different types of computers.
362797	403	A crowd of people are standing at a fair and kites are in the sky above them.
569030	404	A woman is standing at a crosswalk at a traffic intersection.
428454	406	A Man skis using a sail in open snow-packed field.
8708	407	A white teddy bear is posed to appear to be reading a book.
462629	409	A number of vintage refrigerators and freezers sitting outdoors.
505831	412	A bus driving down a city street during the day.
490032	413	Surfers at a cliff next to water at sunset.
91495	414	Baseballs players sliding to base and jumping during the game.
448076	415	Girl trying out a game at a trade show.
206300	417	"A stop sign with an ""eating animals"" sticker on it."
359925	428	A horse is pulling two people in a carriage on a street.
315702	437	A bathroom sink with toiletries on the counter.
502163	439	A man tries to take another man's Frisbee.
283203	440	A boy skateboards by a train during a sunset.
331352	441	A small closed toilet in a cramped space.
61925	444	There are clothes all over a desk and a bed.
517069	447	Two women waiting at a bench next to a street.
78720	448	People sitting on a patch of grass in sand with an umbrella
189634	455	This is an open box containing four cucumbers.
472598	456	An old-fashioned green station wagon is parked on a shady driveway.
207886	458	A man prepares to serve a pizza topped with french fries.
162113	464	A gas stove next to a stainless steel kitchen sink and countertop.
521231	465	A polar bear standing by rocks in a grassy habitat.
497021	493	Yellow 'DIP' sign along a small town street.
577024	496	A red city bus driving down a street.
127192	497	A white plate with pizza, chicken wings, an egg role, and ranch dressing.
289120	503	Two ladies enjoying dessert at a roadside stand.
302806	511	A small convection oven placed on countertop in a messy kitchen.
234902	522	A man in a elevator taking a self portrait.
303260	536	Two men, one dressed as a Roman warrior and using the phone, standing outside.
580972	537	A boy doing skateboard tricks in a caged concrete area.
79926	546	Long row of elephant, with blue eyes, statues.
84929	553	Teddy Bear sitting on a radiator wearing a hat.
49883	560	Blue road sign directing traffic to the left.
126657	565	Several motorcycles riding down the road in formation.
537211	573	A guy eats a sandwich while sitting on a dock.
293022	576	A collection of artwork leaning against a wooden fence.
285421	589	A black cat is inside a white toilet.
229255	607	Purple lilacs in a watering can on a windowsill.
287285	609	Close up of desk tools on a black background.
469232	617	The guy is nicely dressed in a suit and tie.
322174	632	A table with different vases next to a lake.
411768	639	A woman playing tennis in a white outfit
343453	654	A woman stands on a snow covered hill.
268052	662	Two cats in a chair taking their naps.
184274	663	A shiny vintage refrigerator inside of a camper.
320171	673	Old cars are parked on the street in a city.
38031	689	A woman looking at her phone next to a car being towed.
550073	690	A baby sitting on the floor examining a toy.
487685	698	A group of people standing on floor mats at an event.
71988	699	A man in a wheelchair and another sitting on a bench that is overlooking the water.
193622	701	A man sits with a traditionally decorated cow
349918	702	An advanced home office with three different computers
508582	708	A pair of rectangular deep dish homemade pizzas.
394663	719	An elephant with tusks is on the grassy ground.
129548	720	Skiers going up and down a snowy mountain.
469061	732	A man teaching a young child to ski.
318426	736	The station has no passengers waiting for the train.
245313	747	Snow skiers pose near a ski trail sign.
459912	748	Rows of motor bikes and helmets in a city
28246	749	Blue tram in a city with people boarding
548498	754	A cute kitten is sitting in a dish on a table.
238013	755	A man is playing tennis, the ball is coming toward him.
154994	779	Surf boarder riding on a big ocean wave.
396205	780	Two cows standing and grazing in an open pasture.
565341	801	Two small dogs together in a backyard playing.
52087	827	A man getting a drink from a water fountain that is a toilet.
450543	831	A young man on a skateboard doing tricks.
392985	838	An elephant stands in front of a watering hole in his habitat.
116678	853	A neatly made double bed accented by a pair of teddy bears.
202923	854	Batter, catcher, and umpire anticipating the next pitch.
182417	856	A beautiful dessert waiting to be shared by two people
409247	860	a cat is outside looking at a computer screen
132001	874	A white keyboard and mouse provide contrast to black desktop.
29484	876	A young giraffe peers inquisitively at the photographer.
174386	886	Bananas hanging from the ceiling by attached strings.
134167	887	Zebra sleeping on the ground next to standing zebra.
119964	891	A person holding a skateboard overlooks a dead field of crops.
17966	893	The zebra is confined within the wire fence.
481159	901	A horse standing in a field by a fence.
367608	911	A guy doing a skate boarding trick over some other guys leg
442942	922	A miniature train in a park full of people.
36230	929	a woman handing a boy a piece of cake on a plate
406848	934	A pizza with a lot of vegetables on top.
230610	935	A bathroom with a sink and shower curtain with a map print.
264424	937	a bunch of guys playing baseball on a field
226419	939	A random plane in the sky flying alone
28978	942	A partial close up of a computer keyboard and some electronics.
363461	948	A computer desk and chair looks like a home office.
22004	953	A man balancing on a skateboard in front of a graffiti covered wall.
218026	961	A brown and black horse in the middle of the city eating grass.
562805	963	A modern transportation building with busses lined up for passengers.
352538	974	A brown purse is sitting on a green bench.
442348	978	A woman sitting down holding onto a fork.
433971	982	The Samsung building on the corner of La Brea Ave.
541017	983	A skateboarder is about to go down a platform.
276024	986	Men riding on horses and with other ones.
384983	1016	A pizza buffet with one slice taken out of a pizza.
413225	1033	Two people standing on the beach with surfboards.
202913	1034	Half of a white cake with coconuts on top.
202658	1037	An old toilet with a hello kitty cover top.
414516	1040	Crowd of people watching people guide elephant by standing on them.
140696	1041	People carrying stuff down the street while a guy stands at the ATM
221524	1042	A boy swims through the water using a board.
438186	1048	A man doing a one handed push up while eating.
321798	1049	Fruit in plastic cups and toast and food on a plastic tray.
94271	1050	A man sleeping next to a dachshund puppy.
129159	1063	A large clock tower rises up above the surrounding buildings.
306073	1072	A boy and two females standing in a circle playing tennis.
234679	1074	A woman bending over to get something hot out of the oven.
370123	1076	Skewed clock tower standing behind an old misshaped building.
19404	1094	A sea gull walking along the sand and surf.
58647	1095	A man on a surf board riding the wave.
290221	1102	Man flying a kite while on a snowboard.
79472	1104	Office space with office equipment on desk top.
419604	1106	Bears sitting in the water in a fenced in enclosure.
346071	1113	Two husky's hanging out of the car windows.
6672	1132	The back door with a window in the kitchen.
419074	1137	Jet liner flying off into the distance on an overcast day
224118	1139	Two bicyclists sitting on a bench with a forest background.
270303	1140	A pizza type dish with vegetables and a lemon wedge.
215808	1142	A close up picture of chocolate cake and icing.
504414	1143	A giraffe walking through the jungle next to mountains.
312412	1147	Some bottles and glasses of wine surrounding entrees.
46378	1158	A cat eating a bird it has caught.
128675	1159	A man holding one water ski at the lake.
84643	1164	An elephant walking around its enclosure at the zoo.
48907	1168	A flock of sheep graze on a hillside.
533537	1175	A clock outside in front of some buildings.
203865	1185	A colorful bus is parked on the street.
35711	1192	The men standing in the ocean while another one surfs.
487843	1197	Skateboarder who just launched off a horizontal ramp
518818	1210	two colorful pillows on a made bed with a backboard
507317	1211	People at a museum looking at some pottery
26630	1219	There is an unmade bed in a Victorian style room.
382406	1221	A woman is walking a dog in the city.
555905	1241	A bedroom that looks like a hotel room includes a television and bed.
160025	1242	A blue sky with puffy white clouds and the top of a stop light.
171880	1253	A man throwing a Frisbee while the dog watches.
365557	1254	Man with his arms out snowboarding down the mountain
56592	1258	A young man in a white shirt is playing tennis.
510842	1263	A bus sits next to a curb at a cross walk.
100098	1281	A woman on a brown and white horse rides near trees.
478155	1285	Trays of snacks and a bottle of wine.
463454	1293	A couple is standing by a picnic bench under an umbrella.
4312	1299	A man sits in a diner photographing his meal
367310	1312	A horse eating a banana out of an older woman's hand.
529494	1316	The clock has different bird pictures in place of the numbers.
175948	1327	A tiny bathroom with only a toilet and a shelf.
231088	1358	6 open umbrellas of various colors hanging on a line
78488	1359	A yellow fire hydrant in front of a bike leaning against four poles
159374	1362	A red building standing against a grey sky.
573223	1373	A little girl in a public bathroom for kids.
223241	1374	A man holding a baby in a chair.
281148	1375	A parakeet perching atop a pair of used Vans shoes.
246478	1377	An object sitting in the middle of a paved road.
392998	1378	A surfer falling backwards off a surfboard on a little wave.
85423	1386	A tractor trailer truck being loaded with cargo.
573349	1403	There are several people walking in a street parade.
506483	1411	An art installation is placed by a street.
145436	1414	Sliced oranges, a juicer, a glass and a paring knife used to make orange juice.
279030	1435	A shot of a tennis player in mid shot.
402514	1436	A picture of a man playing a violin in a kitchen.
93437	1437	A shot of an elderly man inside a kitchen.
445602	1448	A skier on a snow covered mountain resort.
194138	1449	An athletic person playing tennis in the sun.
41924	1452	Boats floating close together in a calm body of water.
237767	1473	A very neat living room with the television on.
407286	1494	A trio of dogs sitting in their owner's lap in a red convertible.
322511	1501	A horse race where the red and white leader is in the lead.
419860	1517	An uncut pizza sits on a serving plate
546674	1518	A plant is rooted in rock filled vase
31240	1522	A train pulling out of a train station.
555002	1523	A street market where people are walking by.
475295	1534	A plate of glazed donuts and pieces of a braided glazed donut.
172330	1536	A cat in between two cars in a parking lot.
82673	1562	A small car is parked in front of a scooter
455698	1588	A herb of wild zebra feed on grass
235692	1600	Closeup of two red-haired bulls with long horns
41147	1602	Three white flowers in a vase with flower images on it.
141172	1637	A door with a sticker of a cat door on it
472678	1638	An office cubicle with multiple computers in it
236951	1640	A rural train station is loading and unloading passengers
464906	1683	A skier hugging a tree next to a trail
380734	1692	People sitting at an outdoor restaurant having lunch
104326	1693	A pinewood and green modern themed kitchen area.
381204	1732	A closeup of an apple in the foreground with three oranges in the background.
112093	1733	An olden styled Good Humor ice cream truck.
456884	1745	A car parked next to a bench along a city street.
413287	1753	A road wet from rain, and clouds still on the mountain.
113707	1755	A fluffy cat sitting on a laptop keyboard.
581177	1766	A kitchen is shown with wooden cabinets and a wooden celling.
267802	1774	A group of people riding mopeds in a busy street.
10216	1809	A woman serving the tennis ball on the court
535821	1813	A horse behind a fence looking into a camera.
313928	1815	A deck that has a yellow surfboard and a table with 3 chairs.
529215	1817	Two people with umbrellas are walking across railroad tracks.
286036	1823	A group of people ski and snowboard together
543897	1824	A calico cat is resting it's head peacefully
325391	1827	"A weathered sign saying ""Guadalajara"" with an arrow pointing to the left."
208408	1828	A person walking in the rain on the sidewalk.
167818	1849	The desk by the window has two laptops and a keyboard on it.
408008	1850	The dog is laying in the green grass with a red frisbee.
549943	1854	A view of cars and trucks parked along side a street.
274298	1869	Two horses in a field by a stone fence.
314251	1879	A parade of motorcycles is going through a group of tall trees.
335733	1885	A vegetable and cheese pizza with broccoli and tomatoes
560591	1886	a modern flush toilet in a bathroom with tile.
524844	1923	A young man engaged in advanced skateboarding tricks.
507362	1933	Fog is in the air at an intersection with several traffic lights.
562197	1943	Pictures of different types of prepared food containing beans.
221213	1946	A long train sitting on a railroad track.
78683	1960	A boy with a bat at a batting cage.
422253	1962	Two giraffes leaning over a fence to eat leaves.
428175	1990	A heavy old truck sits in the dirt.
105866	2042	Two queen size beds in a white room with white sheets
264730	2048	A clock on display on a wall in the city.
57429	2049	An airplane with its landing wheels out landing.
450559	2070	A teenager doing skateboard tricks at a skate park
153184	2076	Little birds sitting on the shoulder of a giraffe.
495090	2077	Food has been plated on two separate small trays.
300994	2081	A birthday cake is shaped like a fire truck.
51339	2098	four plants being grown outside in a planter
571970	2099	a man with a bike at a marina
28820	2100	a giraffe behind a fence on grass licking the fence
246057	2105	A fire truck turning at the corner of a road.
271259	2106	A man with a knife cutting into a cake.
372652	2131	A black bear walking by someone's car and trash can.
450762	2146	Teddy bears dressed up like soldiers in a boat.
159608	2151	an elephant with a saddle on its back
133680	2152	A man is sitting on a bench next to a bike.
139011	2154	People are waiting for the bus near a bus stop.
223747	2158	a man sleeping with his cat next to him
453334	2182	a woman flying a kite with a man underneath
425000	2191	women in black coats walk along the sidewalk
505386	2192	four urinals in a public restroom with a window
93717	2193	a collage of a skateboarders trick on his skateboard
34524	2210	A bed is scattered with papers and a remote control.
298493	2229	Young kid playing tee ball with a young woman watching
372362	2231	Girl holding an umbrella on a horse drawn carriage
157771	2282	Professional speaker on stage pointing out his coworker
24021	2319	A class picture of the Goodmayes Boys' School in April of 1929.
43417	2324	Laptop on a desk with an external mouse attached
36361	2335	a festival with entertainers on stilts walking around
204324	2348	A family flying a kite at the beach.
558350	2354	aerial view of dog on lap next to laptop computer
305962	2392	A man surfing on a large wave in the water.
94405	2393	A group of people descending a snow covered hill.
268693	2401	A sign on a pole signifying a no parking zone.
366316	2404	An African elephant walks through a patch of swampy brush.
107990	2405	A small child climbs atop a large motorcycle
295857	2413	An elephant walks down a dirt road with brush on either side.
319908	2414	A man holds a snowboard inside a building with snow while people hang out in the background.
527510	2450	A large U.S Air Force plain sits on an asphalt ramp.
384625	2451	An overhead shot of an attractive living room with large windows.
184810	2471	A man is carrying a surfboard towards the water.
434672	2472	A teddy bear is propped up to look like it is reading a book.
5247	2473	A black and white photo of an older man skiing.
332432	2511	A red bag of luggage at the airport.
339988	2561	A man with respirator works on a surf board.
46924	2608	The back of an iphone in front of a destk.
60730	2644	A sign pointing to different streets in London.
107960	2655	Riding a motorcycle down a street that has no one else on it.
287828	2731	A young woman in a bikini in the ocean with her surfboard.
363986	2732	A prepared formal dining table set and ready for guests.
38823	2733	An outdoor garden with a brick wall behind it and many plants in pots.
109976	2734	An all white kitchen with an electric stovetop.
489088	2735	Racing horse being guided by an asian man.
222137	2737	A garbage truck parked next to a food vendor.
102665	2739	A family of giraffes standing next to a pile of logs.
444263	2758	A snow boarder boarding down a snow covered mountain.
301684	2769	An elephant sitting while its trainer cleans it with a broom.
365983	2789	A person in yellow pants and a blue shirt carries skis up a snowy mountain.
384523	2790	An assortment of fruit and vegetables includes lime, pickles, carrots, and radishes.
186177	2797	A pair of zebras in their natural habitat.
434898	2836	The brown sectional sofa has two colorful pillows.
38685	2837	The oriental signs are pointing in all directions.
18728	2844	A snowboarder in the snow smiles at the camera.
12667	2960	The telephone has a banana where the receiver should be.
410627	2961	The young man is stirring his pot of food with a wooden spoon.
232223	3001	A fighter jet is flying at a fast speed.
484681	3007	A little boy smiles at the camera while pulling a backpack.
217440	3008	A woman with her legs crossed, shielding her eyes while looking up, reclines on a couch.
313156	3042	A wooden park bench placed up against a tree.
22793	3043	A public bathroom with a bunch of urinals.
465346	3044	A burger and a bunch of fries on a plate.
28456	3046	A pitcher, a catcher, and a man up to bat.
188862	3064	Two boys are playing soccer on the grass.
436456	3106	The airplane is on the runway with two young men standing by.
61715	3129	A passanger train moves on the rails of the city.
367578	3150	A man in a tie waits in a room full of people.
209102	3177	A boat traverses the ocean in the midst of fog.
538859	3191	The chef is standing by a giant pan of pizza.
368402	3192	The woman in the kitchen is holding a huge pan.
135161	3205	A toilet sits next to a window and in front of a shower.
51028	3206	A keyboard rug lies on the floor by two chairs.
207366	3213	Two young men playing a game of soccer.
348720	3216	Two cats on a toilet tank looking out a window together.
344555	3217	A small arrangement of tools used for sewing.
413395	3219	A man sits on the couch with two cats on his lap.
356968	3251	A brown horse with blonde hair standing in an open field.
285106	3252	A woman walking in the rain while holding an umbrella
171857	3272	A group of cows are eating grass in the pasture.
245311	3275	The donut robot machine is mechanically making donuts.
288041	3304	A man and a woman watch as a young man plays video games.
205863	3306	A computer component and a power strip sit on a desk.
3947	3310	Many sheep are grazing in the green field.
127068	3311	A man holds a surfboard at the beach.
515367	3326	Two boys are midair playing frisbee on the grass.
445594	3354	A fluffy dog with his head resting on an open book.
118625	3381	A purse sits on a counter in a kitchen.
310804	3383	Zebras and Water Buffalo graze for food together.
76593	3384	Two women and a man share drinks together.
30413	3402	A commuter train pulling into a busy train station.
117064	3469	An adult elephant and a baby elephant are walking.
294908	3470	A girl is trying to hit a baseball with a bat.
510095	3471	A man is holding a baseball bat.
516913	3494	Tennis player about to hit the ball back to opponent.
112232	3495	Two trains running along a set of tracks.
26025	3546	An old Acme factory that is by a stop light.
53952	3573	Two children sit at the kitchen bar waiting for their meal.
178761	3586	A dog and a goat with their noses touching at fence.
370765	3718	Two dogs destroying a brown teddy bear by ripping out it's stuffing.
477705	3720	An empty street with two street lights placed next to each other.
400048	3724	A photograph of a group of people at a party.
491000	3753	Pedestrians walking down a sidewalk next to a small street.
345847	3778	An attractive young lady taking a selfy in front of a mirror.
41633	3872	A burgundy low-rider show-quality, hot rod Chevy truck.
454601	3878	a tabby and black cat lounging on a sofa
562856	3902	A pastry meal sitting on a trey next to a bottle of orange soda,
538092	3903	A man standing in a kitchen while closing a cupboard door.
286018	3933	Small child on a skateboard watches another skateboarder.
170278	3996	Dog smiles while sleeping in a bed room.
182050	4014	an open fully stocked fridge with eggs and soda
239455	4033	a boat in a marina tied to other boats
160108	4063	A blue sculpture with a clock on it outside.
397994	4106	Parachutes fly through the sky above the ocean.
268340	4108	a stop sign on a wooden pole in front of an empty field.
368072	4174	A couple of people at the beach during the day.
124620	4175	A woman checking out her surfboard at the beach.
69391	4176	A large white public bus parked on the street.
205577	4205	A photograph of a kitchen inside a house.
25751	4207	A couple of glazed donuts on a plate.
508672	4220	a bike leaning on a metal fence next to some flowing water.
164594	4235	Two men are riding an elephant, a driver and a passenger.
117719	4288	A man changes a light bulb in a darkened bar.
434148	4384	a cake with pineapples and cherries on the top of it.
334015	4386	a small toilet stall with a toilet brush and 3 rolls of toilet paper
25593	4387	A stop sign on a post at a public street.
2985	4392	The truck driver hauls an elephant down the highway.
27842	4451	A dual sink vanity with mirrors above the sinks.
322620	4475	a teddy bear laying on a turned down hotel bed with chocolates
12966	4518	A dog on a leash, relaxing on the ground.
448113	4578	A man eats as he sits at a table of appetizers.
280239	4587	A train speeding down the tracks in the middle of a field.
94038	4640	A pair of small dogs lying on a bed.
256343	4641	A woman making some food inside her kitchen.
19308	4660	An adorable cat rolling around on it's back while holding a toothbrush in it's mouth.
409099	4661	A delicious looking bunt cake on a table next to fruit.
358606	4710	A fireplace with a fire built in it.
567730	4774	The sign of a restaurant in the outside of the store.
348929	4778	A man in the street of a busy city.
435807	4797	A group of friends sitting inside their living room.
457461	4810	There is a table set with a sandwich and the remainder of a drink.
143901	4877	a woman holding a birthday cake filled with lit candles.
544421	4878	a cake decorated with trees and a river
472376	4897	A group of travelers at the airport station.
166747	4922	A group of people riding on a double decker bus on a bridge.
368049	4924	A snow boarder riding down a snow covered summit.
109498	4931	a little cat house in the yard with a kitty sitting in it.
358255	4994	Children's room with a bed and a small crib with stuffed toys on the ground.
61259	5008	an airport with one plane flying away and the other sitting on the runway
554037	5010	a counter with vegetables, knife and cutting board on it.
5394	5018	A boat that looks like a car moves through the water.
343976	5019	A city street lit up in a night scene with cars in the background.
411642	5040	A baseball player swinging at a baseball during a baseball game.
391214	5142	A red surfboard is sticking up from the ocean waves.
455384	5173	A delivery truck with an advertisement for Entourage.
249352	5174	A black and white toilet with a plunger.
203931	5200	A baseball player at home plate preparing to swing.
348306	5283	A bike leaning against a sign in Scotland.
384416	5306	A man pointing at a hand held pizza.
148999	5307	A biilboard with a railcar in front of it.
577310	5399	A crowd of people fly kites on a hill.
455044	5400	Heavy snow covers a picnic bench next to a tree.
159170	5446	An orange cat is laying on the couch.
536894	5448	A crispy pizza with vegetables, cheese and sauce.
195715	5475	A baseball sitting in a baseball mitt on a blanket
482917	5509	A dog sitting between its masters feet on a footstool watching tv
147685	5510	A man holding a pizza paddle taking a pizza out of an outdoor oven
475593	5537	Women father around a desk and machinery in a factory.
320715	5538	A young man hits a tennis ball while wearing a helmet.
1757	5569	Two very attractive women enjoy a glass of white wine.
501031	5571	A group of farmers get ready to load their horses with supplies.
342711	5611	Woman in sportswear playing tennis on a tennis court.
216194	5639	A plate with a vegetable filled pita sandwich, french fries and tartar sauce.
145523	5653	A few items sit on top of a toilet in a bathroom stall.
207826	5693	A woman holds up a book as she attempts to read in bed.
74629	5713	A man and woman are sitting, being pulled by a horse.
394611	5720	Two tall giraffes graze on bushes in an open field.
469246	5746	A commuter train stops at a train station for passengers.
143370	5786	A bathroom with a poster of an ugly face above the toilette.
134198	5834	A young boy doing a trick on a skateboard
279806	5835	A dirt bike rider doing a stunt jump in the air
388854	5857	Big Ben in London showing the time of 2:25 in the afternoon
59171	5945	A couple of birds fly through a blue cloudy sky.
477069	5980	A brightly dressed woman is holding an umbrella.
538198	5992	An old pickup truck with a tarp over the truck bed.
239625	6016	A square pizza being cut into pieces by the pizza maker
369826	6018	A picture advertising Arizona tourism in an airport
74013	6025	A cat, trying on its owner's high-heeled shoes.
411840	6026	Two tennis players, walking in opposite directions in between plays.
232646	6141	A stop sign at the end of the road.
534605	6151	Man in motorcycle leathers standing in front of a group of bikes
151516	6229	A beautiful bird with brown wings, glides over the water
440067	6265	A cat is on a table with a cloth on it.
15826	6308	Kids enjoying the skateboard park on a sunny day
215633	6309	A man dressed up and posing for a picture
335047	6350	A hot dog with red peppers as a topping.
265547	6351	An umbrella on a beach with other people.
113977	6384	An audience watches as a bird spreads its wings.
467176	6386	A group of friends playing a motion controlled video game
448705	6387	Two girls sitting on the same horse together
142919	6403	A small pizza with cheese, sauce and vegetables.
502510	6416	A passenger train is at the train station.
283940	6502	a puppy sleeping on the floor by a remote control
60340	6517	A zebra in front of a group of large rocks standing next to a tree.
261185	6523	Vintage furniture and a Christmas tree decorate a living room.
192520	6555	A blue van passes by a cement wall with graffiti.
400552	6562	A variety of pots are stored in a nook by a fireplace.
27326	6621	A pan on the stove with vegetables, tofu noodles and water in it
102908	6632	Bearded skateboarder maintains balance while skating up wall.
235130	6661	A snowboarder poses next to two skiers on the mountain.
238836	6666	A car is stopped at a red light
412604	6692	A man holding a half eaten chocolate donut
507154	6729	Four people gather around a table and smile for the picture.
264461	6752	A bathroom with a traditional toilet next to a floor toilet.
111644	6757	A young woman falls while surfing in the ocean.
279864	6777	A dish of steak and potatoes along with two bottles of wine.
410573	6825	A dog watches a cat intently while they both relax on an armchair.
119192	6856	Baseball player swings his bat at a baseball.
211204	6859	A bear foraging in the grass on a hill
247179	6868	A festival procession with decorated live elephants and uniformed people.
425722	6906	An animal surrounded by a flock of birds
402096	6942	A traffic sign has been vandalized to look like a scary face.
350416	6983	A man standing in a field flying a kite.
184590	6984	Multiple types of vegetables sitting in a card board box.
181886	6991	Women on a tennis court playing tennis.
52470	7001	Two wooly sheep are standing in a pen.
71090	7026	A cat sleeping next to a large white teddy bear wearing birthday hat.
398781	7065	A man holding a surf board on a beach.
418275	7132	Woman laying head on pillow with a cat on it
185030	7148	A cat sleeps on a pile of discarded shoes.
446522	7151	A dog sitting on a chair underneath a painting.
313057	7195	A short commuter train traveling along the train tracks with snow on the ground.
489159	7198	A large sandwich on a plate, with a small bowl of potato salad.
417965	7280	Two men check a white surfboard on a bench.
252127	7290	A fluffy cat checks itself out in a mirror.
406147	7304	A group of girls sitting on a towel under an umbrella.
189213	7322	A pile of junk sitting next to a curb on green grass.
402234	7415	An elephant and gazelle standing at the edge of the woods.
391290	7420	Two women playing with a Frisbee in a field.
342387	7454	A group of people preparing food in a kitchen.
142903	7455	A stereo sitting on a metal shelf next to a bright light.
524502	7552	A fire hydrant is placed in a wooded area
488327	7627	Posted signs point the way through a parking garage.
426259	7632	Snow skiers at the base of the mountain slope.
415619	7639	A blanket covered bed sitting under a bedroom window.
275392	7641	A person riding a brown horse with blonde hair in a green field.
89880	7721	Two dogs are playing together on the grass
540860	7732	A green car on display next to a busy street.
100547	7734	Three white castle hamburgers sitting in a white castle food bag.
178616	7747	A large dog holding a Frisbee in it's mouth on grassy field.
172851	7748	A large passenger jet taking off from an airport.
486194	7777	Young woman carrying an opened umbrella in a city neighborhood.
217272	7783	A dinner bowl filled with vegetables next to a glass of wine.
191078	7822	Elderly man examines fruit on display in a store.
11788	7823	Older model stop light on a street corner in a tropical city.
243418	7883	Man riding an elephant behind two guys on bicycles.
416331	8044	Train wreck fallen down into a body of water.
476910	8095	Set of ripening bananas on a plant with a teddy bear placed atop.
114549	8096	Set of bananas hanging off of a banana tree.
68411	8097	Blueberry stuffed beanie teddy bear sitting on a table.
301670	8136	Man playing tennis ball in mid air hit.
177064	8162	A woman standing in a grove while holding a black umbrella
357383	8188	Man reading a book with large square glasses.
405815	8189	Sign with the words Radar across the bottom.
11316	8190	Man standing in front of the ocean in a wet suit with a surf board.
537007	8212	A father and son ride waves while using a body board in the ocean.
114759	8214	A man holding a tennis racket while playing a game of tennis.
378403	8220	Large Labrador dog laying across a pile of blankets.
302026	8224	A line of chili peppers hanging in a kitchen.
7989	8225	A snow boarder riding a ski lift up a snow covered ski slople
236148	8226	An older man backing up a truck with a bicycle in it's flat bed.
289393	8242	Set of toy animals sitting in front of a red wooden wagon.
115930	8299	A group of men standing in front of a bar having a conversation.
327532	8318	Two men playing tennis in front of a large crowd of people.
72024	8319	Set of several sail boats gliding down a river.
536602	8347	Lot of several older flip phones all hanging on wires like flowers.
263299	8353	Large black train system surrounded by trees and nature.
538721	8362	Man putting laptop in bag while another Man is sleeping.
563731	8373	An overhead hanging green clock that reads the time as 3:15.
402077	8397	Two young boys sitting and eating very large carrots.
437651	8450	A group of women stand in front of a table covered in small plastic cups.
202998	8451	Food sitting on a table in yellow containers.
310278	8455	A young man riding a bike past a car while talking on a cell phone.
485149	8467	A cat watches a blonde haired man on a laptop computer screen.
289516	8468	A clock sits above green bushes under a blue sky.
75663	8469	A children play area absent of any children.
352794	8503	Fruit in a jar filled with liquid sitting on a wooden table.
168250	8548	A cook book for making donuts with donuts and coffee pictures on it's cover.
561256	8549	A woman wearing a hat & pink top takes a selfie in front of a bathroom mirror.
520209	8558	A person cross country skiing on a road.
226988	8563	A woman taking a picture of her lunch at a restaurant.
505953	8568	A computer key board sitting next to a computer mouse with mouse pad.
317480	8585	A black cat rest comfortably on a wooden chair next to a green plant.
305781	8586	A hipster sits at a desk near a laptop while using his cell phone.
182078	8592	A blue fire hydrant above two pairs of shoes.
194398	8596	A children's pig train travels down rail road tracks.
377497	8600	Horse with odd striped head and white body in a sanctuary.
23899	8601	Three young men playing Wii on a projection television.
432798	8685	Several boats sit on the water of the lake.
175954	8739	A work station in use inside an office.
499143	8741	A person wearing a red shirt and black pants is guiding a gray horse over a jump.
484751	8833	Three computer screens showing a panoramic beach scene.
